intent,utterance
ask_confirmation,please check it
ask_confirmation,please check last thing i said
ask_confirmation,please check last thing said
ask_confirmation,please check my last question
ask_confirmation,please check that
ask_confirmation,please check the last thing i said
ask_confirmation,please check what i just said
ask_confirmation,please check what last said
ask_confirmation,please check what said
ask_confirmation,please confirm detail
ask_confirmation,please confirm details
ask_confirmation,please confirm it
ask_confirmation,please confirm last thing i said
ask_confirmation,please confirm last thing said
ask_confirmation,please confirm my last instruction
ask_confirmation,please confirm my last question
ask_confirmation,please confirm the detail
ask_confirmation,please confirm the details
ask_confirmation,please confirm what i just said
ask_confirmation,please could you check and confirm detail
ask_confirmation,please could you check and confirm last thing i said
ask_confirmation,please could you check and confirm my last instruction
ask_confirmation,please could you check and confirm the last thing said
ask_confirmation,please could you check command
ask_confirmation,please could you check detail
ask_confirmation,please could you check details
ask_confirmation,please could you check question
ask_confirmation,please could you check that
ask_confirmation,please could you check the details
ask_confirmation,please could you check what said
ask_confirmation,please could you confirm instruction
ask_confirmation,please could you confirm question
ask_confirmation,please could you confirm that
ask_confirmation,please could you confirm the detail
ask_confirmation,please could you confirm the details
ask_confirmation,please will you check and confirm it
ask_confirmation,please will you check and confirm my last instruction
ask_confirmation,please will you check and confirm that
ask_confirmation,please will you check and confirm the details
ask_confirmation,please will you check and confirm what i just said
ask_confirmation,please will you check command
ask_confirmation,please will you check detail
ask_confirmation,please will you check details
ask_confirmation,please will you check it
ask_confirmation,please will you check last thing said
ask_confirmation,please will you check my last instruction
ask_confirmation,please will you check my last question
ask_confirmation,please will you check that
ask_confirmation,please will you check what i said
ask_confirmation,please will you confirm command
ask_confirmation,please will you confirm details
ask_confirmation,please will you confirm my last command
ask_confirmation,please will you confirm the last thing said
ask_confirmation,please would you check and confirm it
ask_confirmation,please would you check and confirm what said
ask_confirmation,please would you check detail
ask_confirmation,please would you check instruction
ask_confirmation,please would you check it
ask_confirmation,please would you check that
ask_confirmation,please would you check the detail
ask_confirmation,please would you check the instruction
ask_confirmation,please would you confirm detail
ask_confirmation,please would you confirm it
ask_confirmation,please would you confirm my last question
ask_confirmation,please would you confirm what i said
ask_confirmation,will you check and confirm command
ask_confirmation,will you check and confirm command please
ask_confirmation,will you check and confirm detail
ask_confirmation,will you check and confirm detail please
ask_confirmation,will you check and confirm details
ask_confirmation,will you check and confirm instruction
ask_confirmation,will you check and confirm instruction please
ask_confirmation,will you check and confirm it
ask_confirmation,will you check and confirm last thing said
ask_confirmation,will you check and confirm my last command
ask_confirmation,will you check and confirm that please
ask_confirmation,will you check and confirm the details please
ask_confirmation,will you check and confirm the instruction please
ask_confirmation,will you check and confirm the question
ask_confirmation,will you check and confirm what i last said
ask_confirmation,will you check detail please
ask_confirmation,will you check details please
ask_confirmation,will you check it
ask_confirmation,will you check it please
ask_confirmation,will you check last thing said please
ask_confirmation,will you check my last command please
ask_confirmation,will you check my last instruction please
ask_confirmation,will you check that please
ask_confirmation,will you check the detail please
ask_confirmation,will you check the details please
ask_confirmation,will you check what i just said
ask_confirmation,will you check what i said please
ask_confirmation,will you confirm it
ask_confirmation,will you confirm that please
ask_confirmation,will you confirm the detail please
ask_confirmation,will you confirm what last said please
ask_confirmation,will you please check and confirm detail
ask_confirmation,will you please check and confirm it
ask_confirmation,will you please check and confirm last thing said
ask_confirmation,will you please check and confirm my last instruction
ask_confirmation,will you please check and confirm my last question
ask_confirmation,will you please check and confirm that
ask_confirmation,will you please check and confirm the detail
ask_confirmation,will you please check and confirm the last thing i said
ask_confirmation,will you please check detail
ask_confirmation,will you please check it
ask_confirmation,will you please check that
ask_confirmation,will you please check the detail
ask_confirmation,will you please check what just said
ask_confirmation,will you please confirm detail
ask_confirmation,will you please confirm last thing i said
ask_confirmation,will you please confirm my last command
ask_confirmation,will you please confirm that
ask_confirmation,will you please confirm what i just said
ask_confirmation,would you check and confirm detail please
ask_confirmation,would you check and confirm details please
ask_confirmation,would you check and confirm it please
ask_confirmation,would you check and confirm last thing i said please
ask_confirmation,would you check and confirm last thing said please
ask_confirmation,would you check and confirm my last command please
ask_confirmation,would you check and confirm my last instruction please
ask_confirmation,would you check and confirm question please
ask_confirmation,would you check and confirm that please
ask_confirmation,would you check and confirm the detail
ask_confirmation,would you check and confirm the details please
ask_confirmation,would you check and confirm the last thing said
ask_confirmation,would you check and confirm the question please
ask_confirmation,would you check detail
ask_confirmation,would you check detail please
ask_confirmation,would you check it please
ask_confirmation,would you check my last command
ask_confirmation,would you check my last question please
ask_confirmation,would you check that
ask_confirmation,would you check that please
ask_confirmation,would you check the details please
ask_confirmation,would you check what i said
ask_confirmation,would you check what just said please
ask_confirmation,would you confirm command please
ask_confirmation,would you confirm detail
ask_confirmation,would you confirm details
ask_confirmation,would you confirm it
ask_confirmation,would you confirm it please
ask_confirmation,would you confirm last thing i said please
ask_confirmation,would you confirm my last command
ask_confirmation,would you confirm my last command please
ask_confirmation,would you confirm my last instruction
ask_confirmation,would you confirm my last instruction please
ask_confirmation,would you confirm that please
ask_confirmation,would you confirm the detail
ask_confirmation,would you confirm the detail please
ask_confirmation,would you confirm the details please
ask_confirmation,would you confirm the last thing i said please
ask_confirmation,would you confirm the question
ask_confirmation,would you please check and confirm detail
ask_confirmation,would you please check and confirm it
ask_confirmation,would you please check and confirm my last command
ask_confirmation,would you please check and confirm what i just said
ask_confirmation,would you please check and confirm what i last said
ask_confirmation,would you please check instruction
ask_confirmation,would you please check it
ask_confirmation,would you please check last thing i said
ask_confirmation,would you please check my last command
ask_confirmation,would you please check question
ask_confirmation,would you please check that
ask_confirmation,would you please check the detail
ask_confirmation,would you please check the details
ask_confirmation,would you please check what i last said
ask_confirmation,would you please confirm details
ask_confirmation,would you please confirm my last command
ask_confirmation,would you please confirm that
ask_confirmation,would you please confirm the instruction
ask_confirmation,would you please confirm the last thing i said
ask_repeat,again
ask_repeat,again please
ask_repeat,beg your pardon
ask_repeat,can you do it again
ask_repeat,can you do it again please
ask_repeat,can you repeat
ask_repeat,can you repeat please
ask_repeat,can you replay please
ask_repeat,can you replay what said
ask_repeat,can you replay your phrase you just said
ask_repeat,can you reset
ask_repeat,can you reset it please
ask_repeat,can you reset please
ask_repeat,can you reset what you've said
ask_repeat,can you retry
ask_repeat,can you retry please
ask_repeat,can you retry the last one said please
ask_repeat,can you retry what i've said please
ask_repeat,can you retry what said please
ask_repeat,can you say it once again please
ask_repeat,can you say it one more time again please
ask_repeat,can you say once again
ask_repeat,can you say once more please
ask_repeat,can you say one more again
ask_repeat,can you say one more time again please
ask_repeat,can you say what you have said one more again
ask_repeat,can you say what you just said one more time please
ask_repeat,can you speak it again please
ask_repeat,can you speak once again
ask_repeat,can you speak once again please
ask_repeat,can you speak once more please
ask_repeat,can you speak one more again
ask_repeat,can you speak one more time again please
ask_repeat,can you speak that one more time
ask_repeat,can you speak that one more time again
ask_repeat,can you speak the command spoke one more again please
ask_repeat,can you start over
ask_repeat,can you start over please
ask_repeat,can you tell me it once more
ask_repeat,can you tell me it one more time again
ask_repeat,can you tell me one more again
ask_repeat,can you tell me one more time again
ask_repeat,can you tell me one more time again please
ask_repeat,can you tell me what said once more
ask_repeat,can you tell me your last sentence said once again
ask_repeat,can you tell me your last things spoke once more please
ask_repeat,can you try again please
ask_repeat,can you try the last one spoken once again
ask_repeat,can you try the last one you just said one more time please
ask_repeat,can you try the utterance you said one more time please
ask_repeat,can you try what i just said again
ask_repeat,could you do it again please
ask_repeat,could you repeat that
ask_repeat,could you repeat that please
ask_repeat,could you replay please
ask_repeat,could you replay that
ask_repeat,could you reset the last phrase spoken please
ask_repeat,could you reset what i said please
ask_repeat,could you retry please
ask_repeat,could you say one more time again please
ask_repeat,could you say one more time please
ask_repeat,could you say that one more time please
ask_repeat,could you say the last one spoken one more again
ask_repeat,could you say the sentence spoken once again please
ask_repeat,could you say what you said one more time again
ask_repeat,could you speak it once again please
ask_repeat,could you speak it one more again please
ask_repeat,could you speak once again
ask_repeat,could you speak once more please
ask_repeat,could you speak one more again
ask_repeat,could you speak one more again please
ask_repeat,could you speak that once more
ask_repeat,could you speak the last utterance said once more
ask_repeat,could you speak what said once more please
ask_repeat,could you start over please
ask_repeat,could you tell me again please
ask_repeat,could you tell me it once again
ask_repeat,could you tell me it once again please
ask_repeat,could you tell me it once more please
ask_repeat,could you tell me it one more again
ask_repeat,could you tell me it one more again please
ask_repeat,could you tell me it one more time please
ask_repeat,could you tell me once again please
ask_repeat,could you tell me one more again please
ask_repeat,could you tell me one more time please
ask_repeat,could you tell me that information you just said once again
ask_repeat,could you tell me that one more again please
ask_repeat,could you tell me the last one you just said again please
ask_repeat,could you tell me the last spoke once again
ask_repeat,could you tell me what i have said once again please
ask_repeat,could you try again
ask_repeat,could you try again please
ask_repeat,could you try what you just said one more again
ask_repeat,do it again
ask_repeat,do it again please
ask_repeat,i am sorry
ask_repeat,i beg your pardon
ask_repeat,i need to hear again
ask_repeat,i need to hear that sentence again
ask_repeat,i need to hear that sentence said again
ask_repeat,i need to hear the last phrase said again
ask_repeat,i need to hear the last spoke again
ask_repeat,i need to hear the last spoken again
ask_repeat,i need to hear the last you said again
ask_repeat,i need to hear the word spoken again
ask_repeat,i need to hear what i just said again
ask_repeat,i need to hear what i said again
ask_repeat,i need to hear what said again
ask_repeat,i need to hear what you've just said again
ask_repeat,i need to hear what you've said again
ask_repeat,i need to hear your instruction you just said again
ask_repeat,i need to hear your last message spoke again
ask_repeat,i need to hear your last things again
ask_repeat,i need to hear your sentence again
ask_repeat,i want to hear again
ask_repeat,i want to hear it again
ask_repeat,i want to hear that again
ask_repeat,i want to hear that the procedure spoken again
ask_repeat,i want to hear that things spoke again
ask_repeat,i want to hear that word again
ask_repeat,i want to hear the command spoken again
ask_repeat,i want to hear the last one spoken again
ask_repeat,i want to hear the last one you said again
ask_repeat,i want to hear the last said again
ask_repeat,i want to hear the last you just said again
ask_repeat,i want to hear the phrase said again
ask_repeat,i want to hear what i've just said again
ask_repeat,i want to hear what i've said again
ask_repeat,i want to hear what said again
ask_repeat,i want to hear what you have said again
ask_repeat,i want to hear what you've just said again
ask_repeat,i want to hear what you've said again
ask_repeat,i want to hear your last instruction you said again
ask_repeat,i would like to hear again
ask_repeat,i would like to hear it again
ask_repeat,i would like to hear that again
ask_repeat,i would like to hear that information spoken again
ask_repeat,i would like to hear the last information you just said again
ask_repeat,i would like to hear the last one again
ask_repeat,i would like to hear the last one spoken again
ask_repeat,i would like to hear the last one you said again
ask_repeat,i would like to hear the last thing spoken again
ask_repeat,i would like to hear the last utterance said again
ask_repeat,i would like to hear the last you just said again
ask_repeat,i would like to hear the statement you just said again
ask_repeat,i would like to hear what i have just said again
ask_repeat,i would like to hear what i just said again
ask_repeat,i would like to hear what i said again
ask_repeat,i would like to hear what i've said again
ask_repeat,i would like to hear what said again
ask_repeat,i would like to hear what you have just said again
ask_repeat,i would like to hear what you just said again
ask_repeat,i would like to hear what you said again
ask_repeat,i would like to hear what you've just said again
ask_repeat,i would like to hear your last the procedure said again
ask_repeat,i would like to hear your phrase again
ask_repeat,i would like to hear your phrase you just said again
ask_repeat,i'd like to hear again
ask_repeat,i'd like to hear it again
ask_repeat,i'd like to hear that again
ask_repeat,i'd like to hear that message spoken again
ask_repeat,i'd like to hear that sentence spoke again
ask_repeat,i'd like to hear that things you just said again
ask_repeat,i'd like to hear the last again
ask_repeat,i'd like to hear the last one again
ask_repeat,i'd like to hear the last one said again
ask_repeat,i'd like to hear the last one spoke again
ask_repeat,i'd like to hear the last spoke again
ask_repeat,i'd like to hear the last spoken again
ask_repeat,i'd like to hear the last things spoke again
ask_repeat,i'd like to hear the last utterance spoken again
ask_repeat,i'd like to hear what i have just said again
ask_repeat,i'd like to hear what i've just said again
ask_repeat,i'd like to hear what i've said again
ask_repeat,i'd like to hear what said again
ask_repeat,i'd like to hear what you have said again
ask_repeat,i'd like to hear what you just said again
ask_repeat,i'd like to hear what you said again
ask_repeat,i'd like to hear what you've just said again
ask_repeat,i'd like to hear what you've said again
ask_repeat,i'd like to hear your information spoke again
ask_repeat,i'd like to hear your last the procedure spoken again
ask_repeat,i'd like to hear your phrase spoke again
ask_repeat,i'm sorry
ask_repeat,kindly break down your statement and make it simple
ask_repeat,let us do it again
ask_repeat,let us do it again please
ask_repeat,let us start over
ask_repeat,let us start over please
ask_repeat,let us try again
ask_repeat,let us try again please
ask_repeat,let us try it again please
ask_repeat,let us try it one more again please
ask_repeat,let us try that once again
ask_repeat,let us try the last one you just said again please
ask_repeat,let us try the last spoke one more time again please
ask_repeat,let us try the last spoken again please
ask_repeat,let us try the sentence you said once more
ask_repeat,let us try what i have said one more time again please
ask_repeat,let us try what you've said one more time again
ask_repeat,let us try your information spoken one more time please
ask_repeat,let us try your last sentence once more please
ask_repeat,let us try your last things once more please
ask_repeat,let's do it again
ask_repeat,let's do it again please
ask_repeat,let's start over
ask_repeat,let's start over please
ask_repeat,let's try again
ask_repeat,let's try again please
ask_repeat,let's try it again
ask_repeat,let's try it once more
ask_repeat,let's try it one more time again
ask_repeat,let's try that one more again please
ask_repeat,let's try the instruction said one more time again please
ask_repeat,let's try the last word spoken one more again please
ask_repeat,let's try the utterance one more time please
ask_repeat,let's try the words one more time again please
ask_repeat,let's try what i've just said one more time again please
ask_repeat,let's try what said one more again please
ask_repeat,let's try what you have just said one more time please
ask_repeat,let's try what you have said again
ask_repeat,let's try what you said one more time again please
ask_repeat,let's try your sentence spoken once again please
ask_repeat,once again
ask_repeat,once again please
ask_repeat,once more
ask_repeat,once more please
ask_repeat,one more again
ask_repeat,one more again please
ask_repeat,one more time
ask_repeat,one more time again
ask_repeat,one more time again please
ask_repeat,one more time please
ask_repeat,pardon
ask_repeat,please can you do it again
ask_repeat,please can you replay
ask_repeat,please can you retry
ask_repeat,please can you retry your last thing you said
ask_repeat,please can you say it once again
ask_repeat,please can you say it one more time again
ask_repeat,please can you say the last again
ask_repeat,please can you say the last comment one more time
ask_repeat,please can you speak that things again
ask_repeat,please can you speak the last one said once more
ask_repeat,please can you speak what you've just said again
ask_repeat,please can you tell me that word said once again
ask_repeat,please can you tell me what said again
ask_repeat,please can you try what you've just said once again
ask_repeat,please could you repeat
ask_repeat,please could you replay
ask_repeat,please could you reset
ask_repeat,please could you say it once more
ask_repeat,please could you speak once again
ask_repeat,please could you speak once more
ask_repeat,please could you speak what i've said one more time again
ask_repeat,please could you tell me again
ask_repeat,please could you tell me once more
ask_repeat,please could you tell me one more again
ask_repeat,please could you tell me one more time again
ask_repeat,please could you tell me that comment said once again
ask_repeat,please could you tell me that one more time again
ask_repeat,please could you try what you've said once more
ask_repeat,please do it again
ask_repeat,please let us do it again
ask_repeat,please let us start over
ask_repeat,please let us try again
ask_repeat,please let us try that one more again
ask_repeat,please let us try the utterance spoke one more again
ask_repeat,please let us try what i've said one more time again
ask_repeat,please let us try what said once more
ask_repeat,please let us try what you've said one more time again
ask_repeat,please let's do it again
ask_repeat,please let's start over
ask_repeat,please let's try it one more time again
ask_repeat,please let's try the last spoke one more time again
ask_repeat,please let's try your word spoke again
ask_repeat,please repeat
ask_repeat,please repeat that
ask_repeat,please repeat the last sentence said
ask_repeat,please replay
ask_repeat,please replay that
ask_repeat,please replay your last statement
ask_repeat,please reset that
ask_repeat,please reset the last spoken
ask_repeat,please retry
ask_repeat,please retry it
ask_repeat,please retry the last said
ask_repeat,please say it again
ask_repeat,please say it once again
ask_repeat,please say it one more time again
ask_repeat,please say once more
ask_repeat,please say one more again
ask_repeat,please say one more time
ask_repeat,please say one more time again
ask_repeat,please say the utterance said again
ask_repeat,please say what i've just said again
ask_repeat,please say what you've just said once again
ask_repeat,please speak again
ask_repeat,please speak one more again
ask_repeat,please speak one more time again
ask_repeat,please speak that one more again
ask_repeat,please speak the last one said one more time
ask_repeat,please start over
ask_repeat,please tell me again
ask_repeat,please tell me it once again
ask_repeat,please tell me it once more
ask_repeat,please tell me it one more again
ask_repeat,please tell me it one more time
ask_repeat,please tell me once again
ask_repeat,please tell me once more
ask_repeat,please tell me one more again
ask_repeat,please tell me one more time
ask_repeat,please tell me that again
ask_repeat,please tell me that message spoke once more
ask_repeat,please tell me that one more again
ask_repeat,please tell me that one more time again
ask_repeat,please tell me the last one spoken one more time
ask_repeat,please tell me what you have just said one more time again
ask_repeat,please try again
ask_repeat,please try the last one you said once more
ask_repeat,please try the things one more again
ask_repeat,please try what you've just said again
ask_repeat,please try your last sentence you said once again
ask_repeat,please will you do it again
ask_repeat,please will you replay
ask_repeat,please will you reset
ask_repeat,please will you say it again
ask_repeat,please will you say once again
ask_repeat,please will you say that one more again
ask_repeat,please will you say what i have just said one more time
ask_repeat,please will you speak once again
ask_repeat,please will you tell me it one more again
ask_repeat,please will you tell me once more
ask_repeat,please will you tell me one more time again
ask_repeat,please will you tell me that phrase one more again
ask_repeat,please will you try again
ask_repeat,please would you repeat
ask_repeat,please would you repeat that
ask_repeat,please would you repeat what you've said
ask_repeat,please would you replay your last phrase said
ask_repeat,please would you reset
ask_repeat,please would you reset that
ask_repeat,please would you say again
ask_repeat,please would you speak one more again
ask_repeat,please would you tell me again
ask_repeat,please would you tell me one more time
ask_repeat,please would you tell me one more time again
ask_repeat,please would you tell me that once again
ask_repeat,please would you try again
ask_repeat,please would you try that one more time again
ask_repeat,repeat
ask_repeat,repeat it please
ask_repeat,repeat please
ask_repeat,repeat that
ask_repeat,repeat what i've just said please
ask_repeat,repeat what you have just said
ask_repeat,repeat what you've said
ask_repeat,repeat your last sentence you just said
ask_repeat,replay it please
ask_repeat,replay please
ask_repeat,replay that
ask_repeat,replay that please
ask_repeat,replay the last said please
ask_repeat,replay the last utterance said
ask_repeat,replay what i've just said please
ask_repeat,replay what said please
ask_repeat,replay what you've just said
ask_repeat,reset
ask_repeat,reset it please
ask_repeat,reset please
ask_repeat,reset the thing spoke please
ask_repeat,retry
ask_repeat,retry it
ask_repeat,retry it please
ask_repeat,retry please
ask_repeat,retry that
ask_repeat,retry the instruction spoke please
ask_repeat,retry the last one said
ask_repeat,retry the last spoken
ask_repeat,retry what i've just said please
ask_repeat,retry what i've said please
ask_repeat,retry what said please
ask_repeat,retry what you've just said please
ask_repeat,say again
ask_repeat,say again please
ask_repeat,say it once again please
ask_repeat,say it one more time please
ask_repeat,say once again
ask_repeat,say once again please
ask_repeat,say one more again
ask_repeat,say one more time
ask_repeat,say one more time again please
ask_repeat,say one more time please
ask_repeat,say that again
ask_repeat,say that once again please
ask_repeat,say that once more
ask_repeat,say that one more time again
ask_repeat,say the last one said again please
ask_repeat,say the last spoke once more
ask_repeat,say what i've just said one more again please
ask_repeat,say what you've said one more time again please
ask_repeat,say your sentence spoken one more time please
ask_repeat,sorry
ask_repeat,speak again please
ask_repeat,speak it once again please
ask_repeat,speak it one more again please
ask_repeat,speak once again please
ask_repeat,speak once more
ask_repeat,speak once more please
ask_repeat,speak one more again please
ask_repeat,speak one more time
ask_repeat,speak one more time again
ask_repeat,speak one more time again please
ask_repeat,speak one more time please
ask_repeat,speak that again
ask_repeat,speak that again please
ask_repeat,speak that one more time please
ask_repeat,speak the last one one more again please
ask_repeat,speak the last one you said one more again please
ask_repeat,speak the last words one more time please
ask_repeat,speak what i have just said one more again
ask_repeat,speak what you've said once again
ask_repeat,speak your phrase spoke one more time please
ask_repeat,start over
ask_repeat,start over please
ask_repeat,stop and do it again
ask_repeat,stop and start over
ask_repeat,stop and try again
ask_repeat,stop and try the last again
ask_repeat,stop and try what i've just said once more
ask_repeat,stop and try what i've said once again
ask_repeat,stop and try what said one more time again
ask_repeat,stop and try what you've just said one more again
ask_repeat,stop and try what you've said once more
ask_repeat,tell me again
ask_repeat,tell me again please
ask_repeat,tell me it again
ask_repeat,tell me it again please
ask_repeat,tell me it once more
ask_repeat,tell me it one more again please
ask_repeat,tell me it one more time again please
ask_repeat,tell me once again
ask_repeat,tell me once again please
ask_repeat,tell me once more
ask_repeat,tell me once more please
ask_repeat,tell me one more again
ask_repeat,tell me one more again please
ask_repeat,tell me one more time again please
ask_repeat,tell me one more time please
ask_repeat,tell me that command one more again please
ask_repeat,tell me that once again
ask_repeat,tell me that one more again please
ask_repeat,tell me that one more time again
ask_repeat,tell me that one more time again please
ask_repeat,tell me that one more time please
ask_repeat,tell me that words spoke again please
ask_repeat,tell me the last once again please
ask_repeat,tell me the last one spoken once more please
ask_repeat,tell me the last phrase you just said one more time again please
ask_repeat,tell me the last spoke one more time
ask_repeat,tell me what i have said again
ask_repeat,tell me what i said one more time again please
ask_repeat,tell me what you just said once again please
ask_repeat,tell me what you've just said once more please
ask_repeat,tell me what you've said one more again please
ask_repeat,tell me your last words said one more time again please
ask_repeat,try again please
ask_repeat,try it once more please
ask_repeat,try it one more time please
ask_repeat,try the last message one more time please
ask_repeat,try what i've just said one more time again
ask_repeat,try what you have said once again please
ask_repeat,try what you just said one more time please
ask_repeat,try what you've just said one more time again please
ask_repeat,try your last thing one more time please
ask_repeat,what are you trying to say
ask_repeat,what did you just say
ask_repeat,what did you just say in the last conversation
ask_repeat,what did you say
ask_repeat,what did you say in the last conversation
ask_repeat,what is that
ask_repeat,what is that once again
ask_repeat,what is that one more time
ask_repeat,what is that one more time again
ask_repeat,what was that
ask_repeat,what was that again
ask_repeat,what was that once again
ask_repeat,what was that one more again
ask_repeat,what was that one more time
ask_repeat,what was the last thing you said to me
ask_repeat,what were you trying to say
ask_repeat,what's that
ask_repeat,will you do it again
ask_repeat,will you do it again please
ask_repeat,will you repeat
ask_repeat,will you replay please
ask_repeat,will you replay that please
ask_repeat,will you replay what you have said please
ask_repeat,will you reset
ask_repeat,will you reset it please
ask_repeat,will you retry it
ask_repeat,will you retry it please
ask_repeat,will you retry please
ask_repeat,will you retry that command spoke
ask_repeat,will you retry what said
ask_repeat,will you say again please
ask_repeat,will you say once again
ask_repeat,will you say once again please
ask_repeat,will you say once more please
ask_repeat,will you say the last phrase said one more time please
ask_repeat,will you say what you have just said once more please
ask_repeat,will you speak it again please
ask_repeat,will you speak it once again
ask_repeat,will you speak once again please
ask_repeat,will you speak one more again please
ask_repeat,will you speak one more time again
ask_repeat,will you speak what i have just said once more please
ask_repeat,will you start over please
ask_repeat,will you tell me again
ask_repeat,will you tell me again please
ask_repeat,will you tell me it once more
ask_repeat,will you tell me it one more again please
ask_repeat,will you tell me once more please
ask_repeat,will you tell me one more again
ask_repeat,will you tell me one more again please
ask_repeat,will you tell me one more time
ask_repeat,will you tell me one more time again
ask_repeat,will you tell me one more time please
ask_repeat,will you tell me that once again please
ask_repeat,will you tell me that once more please
ask_repeat,will you tell me that one more again
ask_repeat,will you tell me what i've said one more time please
ask_repeat,will you tell me what you have said one more time please
ask_repeat,will you try again
ask_repeat,will you try again please
ask_repeat,will you try that statement you said one more again please
ask_repeat,will you try what i have just said one more time please
ask_repeat,will you try what i've said again please
ask_repeat,would you do it again
ask_repeat,would you do it again please
ask_repeat,would you repeat
ask_repeat,would you repeat please
ask_repeat,would you repeat the last please
ask_repeat,would you repeat what said please
ask_repeat,would you replay please
ask_repeat,would you replay that things you said please
ask_repeat,would you reset please
ask_repeat,would you reset what i have just said please
ask_repeat,would you reset what i've said please
ask_repeat,would you retry
ask_repeat,would you say it once again
ask_repeat,would you say once more please
ask_repeat,would you say one more again
ask_repeat,would you say one more time again please
ask_repeat,would you say that once more please
ask_repeat,would you say that one more time again please
ask_repeat,would you say that statement spoke once again
ask_repeat,would you say the last one said one more again please
ask_repeat,would you say what i've just said again please
ask_repeat,would you say what you said once again please
ask_repeat,would you speak it once more please
ask_repeat,would you speak it one more again please
ask_repeat,would you speak once more please
ask_repeat,would you speak one more time please
ask_repeat,would you start over
ask_repeat,would you start over please
ask_repeat,would you tell me it one more again
ask_repeat,would you tell me it one more time please
ask_repeat,would you tell me once again
ask_repeat,would you tell me once more
ask_repeat,would you tell me one more again please
ask_repeat,would you tell me one more time please
ask_repeat,would you tell me that once again
ask_repeat,would you tell me that one more time again please
ask_repeat,would you tell me what i said one more time again
ask_repeat,would you tell me what said one more time
ask_repeat,would you try again
ask_repeat,would you try again please
ask_repeat,would you try that instruction said again please
ask_repeat,would you try that words spoke one more time again
ask_repeat,would you try the last one spoken one more time again please
ask_repeat,would you try the last one you just said once again
ask_repeat,would you try the last utterance spoken once more please
ask_repeat,would you try what i have just said one more time please
ask_repeat,would you try what you said again
negative_feedback,are you serious
negative_feedback,are you sure
negative_feedback,are you sure that is correct
negative_feedback,are you sure that is the right command
negative_feedback,are you sure thats correct
negative_feedback,bad that's not what i said
negative_feedback,clear last action
negative_feedback,command wrong
negative_feedback,correct last action
negative_feedback,correct last one
negative_feedback,dammit, i did not say it
negative_feedback,dammit, i didn't ask for that
negative_feedback,dammit, i didn't ask for that response
negative_feedback,dammit, i didn't say this
negative_feedback,dammit, i think incorrect
negative_feedback,dammit, i think incorrect response
negative_feedback,dammit, i think you did this all in wrong manner
negative_feedback,dammit, i think you have done wrongly
negative_feedback,dammit, i think you made some mistakes, please change that
negative_feedback,dammit, it isn't what i am looking for
negative_feedback,dammit, it isn't what i asked
negative_feedback,dammit, it isn't what i meant
negative_feedback,dammit, it isn't what i wanted
negative_feedback,dammit, it was not what i wanted
negative_feedback,dammit, it's not what i just said
negative_feedback,dammit, not correct
negative_feedback,dammit, not correct answer
negative_feedback,dammit, not correct response
negative_feedback,dammit, not right command
negative_feedback,dammit, not right response
negative_feedback,dammit, that's not what i just requested
negative_feedback,dammit, that's not what i meant
negative_feedback,dammit, that's not what i said
negative_feedback,dammit, this isn't what i am looking for
negative_feedback,dammit, this isn't what i just said
negative_feedback,dammit, wrong command
negative_feedback,dammit, wrong response
negative_feedback,dammit, you gave me incorrect information
negative_feedback,dammit, you gave me not correct information
negative_feedback,dammit, you gave me not right information
negative_feedback,dammit, you gave me wrong information
negative_feedback,dammit, you've done it wrong
negative_feedback,dammit, you've done task in wrong manner
negative_feedback,do it some other way
negative_feedback,don't do it again
negative_feedback,dont do that again
negative_feedback,goddammit
negative_feedback,got me incorrectly
negative_feedback,hmm, i did not ask for it
negative_feedback,hmm, i did not ask for this response
negative_feedback,hmm, i did not say this
negative_feedback,hmm, i didn't ask for that
negative_feedback,hmm, i didn't say that
negative_feedback,hmm, i didn't say this
negative_feedback,hmm, i think incorrect
negative_feedback,hmm, i think incorrect answer
negative_feedback,hmm, i think not correct
negative_feedback,hmm, i think wrong
negative_feedback,hmm, i think you did task in wrong manner
negative_feedback,hmm, i think you did that all wrong
negative_feedback,hmm, i think you did the task all in wrong manner
negative_feedback,hmm, i think you have done task all in wrong manner
negative_feedback,hmm, i think you have done the task all incorrectly
negative_feedback,hmm, i think you have done the task wrong
negative_feedback,hmm, i think you've done it all wrongly
negative_feedback,hmm, it is not what i wanted
negative_feedback,hmm, not correct
negative_feedback,hmm, not correct command
negative_feedback,hmm, not correct response
negative_feedback,hmm, not right response
negative_feedback,hmm, that isn't what i am searching for
negative_feedback,hmm, this is not what i am searching for
negative_feedback,hmm, this is not what i asked
negative_feedback,hmm, this isn't what i wanted
negative_feedback,hmm, this was not what i said
negative_feedback,hmm, you did a task all in wrong manner
negative_feedback,hmm, you did not get what i wanted
negative_feedback,hmm, you didn't understand what i requested
negative_feedback,hmm, you do not get what i am searching for
negative_feedback,hmm, you don't understand what i was searching for
negative_feedback,hmm, you gave me incorrect information
negative_feedback,hmm, you gave me not correct information
negative_feedback,hmm, you gave me not right information
negative_feedback,hmm, you gave me wrong information
negative_feedback,hmm, you have made mistake, please fix it
negative_feedback,hmm, you've done this all in wrong manner
negative_feedback,i am sorry but got this wrong
negative_feedback,i am sorry but i think got me not right
negative_feedback,i am sorry but i think it is not the right command
negative_feedback,i am sorry but i think it is wrong response
negative_feedback,i am sorry but i think it was not the correct answer
